#{"t_start": 1788160732.2229624, "env_id": "None"}
r,l,t,phase,player_health,episode_enemies_destroyed,episode_spawners_destroyed,episode_phases_advanced,episode_damage_taken,episode_xp_earned,episode_max_level,active_minibosses,active_boss_hazards,drone_level
100.268361,512,429.778095,3,0.0,4,5,2,125.90400000000002,257.0,3,0,3,0
109.910568,290,431.708608,3,0.0,9,5,2,112.97600000000003,297.0,3,0,3,0
97.705632,381,434.129336,3,0.0,3,5,2,168.74880000000002,249.0,3,0,3,0
129.075717,520,437.760602,3,0.0,11,5,2,117.08800000000002,403.0,3,0,0,0
13.526338,316,439.890305,2,0.0,1,2,1,199.92000000000002,103.0,2,0,0,0
57.829766,209,441.218965,2,0.0,5,4,1,109.92800000000001,205.0,3,1,0,2
20.342076,240,442.814824,2,0.0,2,2,1,157.92000000000002,111.0,2,1,0,0
36.538311,295,444.84411,2,0.0,3,3,1,171.92000000000002,154.0,2,1,0,0
-22.066768,130,445.615479,1,0.0,0,1,0,112.0,35.0,1,0,0,0
119.692467,499,449.098379,3,0.0,8,5,2,100.57600000000002,289.0,3,1,0,0
108.859698,459,452.207583,3,0.0,10,5,2,173.16800000000003,305.0,3,0,2,3
109.93376,341,454.438156,3,0.0,10,5,2,116.25600000000001,305.0,3,0,0,1
44.642931,214,455.861782,2,0.0,7,3,1,114.80000000000001,186.0,2,1,0,1
104.887163,385,458.45282,3,0.0,3,5,2,152.928,249.0,3,1,2,0
57.23271,204,459.880252,2,0.0,5,4,1,101.36000000000001,205.0,3,0,0,1
111.227246,313,461.851981,3,0.0,10,5,2,106.36800000000001,305.0,3,0,2,2
100.40775,438,464.714406,3,0.0,11,5,2,233.00800000000004,313.0,3,0,2,1
60.450543,273,466.442151,2,0.0,8,4,1,101.36000000000001,229.0,3,0,0,1
119.826608,457,477.387369,3,0.0,8,5,2,109.95200000000001,289.0,3,1,2,0
27.421473,269,479.132192,2,0.0,3,2,1,101.92,119.0,2,0,0,0
25.831865,248,480.314028,2,0.0,1,2,1,100.24000000000001,103.0,2,1,0,1
57.462566,258,480.997345,2,0.0,4,4,1,100.80000000000001,197.0,2,0,0,1
26.784331,184,481.473501,2,0.0,1,2,1,102.256,103.0,2,1,0,1
37.683026,189,481.962527,2,0.0,1,3,1,114.24000000000001,138.0,2,0,0,0
112.228563,392,482.980433,3,0.0,12,5,2,152.51200000000003,321.0,3,0,2,1
104.757021,279,483.696492,3,0.0,6,5,2,126.64000000000001,273.0,3,0,2,1
108.403848,289,484.416341,3,0.0,9,5,2,127.53600000000003,297.0,3,0,3,1
128.271474,320,485.247265,3,0.0,11,5,2,117.40000000000002,403.0,3,0,0,2
119.516764,391,486.701785,3,0.0,11,5,2,105.28000000000002,313.0,3,0,3,1
59.758726,252,488.315474,2,0.0,7,4,1,115.36000000000001,221.0,3,0,0,1
42.576074,237,489.934855,2,0.0,3,3,1,114.24000000000001,154.0,2,0,0,0
107.547501,426,492.793255,3,0.0,10,5,2,150.048,305.0,3,0,0,1
18.088669,213,494.093214,2,0.0,2,2,1,199.92000000000002,111.0,2,1,0,0
129.210067,355,496.365532,3,0.0,10,5,2,104.68800000000002,305.0,3,1,2,1
107.555322,366,498.807375,3,0.0,5,5,2,115.69600000000003,265.0,3,0,3,0
20.8236,232,500.276318,2,0.0,3,2,1,170.8,119.0,2,0,0,0
27.772537,265,502.05015,2,0.0,5,2,1,116.48,135.0,2,0,0,0
94.392655,391,504.614148,3,0.0,3,5,2,211.40000000000003,249.0,3,0,2,0
19.65602,288,506.483638,2,0.0,2,2,1,156.8,111.0,2,0,0,0
42.114015,206,507.725704,2,0.0,4,3,1,102.256,162.0,2,1,0,0
22.809618,236,509.174351,2,0.0,4,2,1,171.36,127.0,2,0,0,0
107.471994,266,510.856343,3,0.0,5,5,2,106.36800000000001,265.0,3,0,0,1
17.796265,236,512.390227,2,0.0,1,2,1,165.928,103.0,2,1,0,0
109.500355,386,514.938,3,0.0,8,5,2,117.34400000000001,289.0,3,0,2,2
106.803746,331,517.014917,3,0.0,6,5,2,122.63200000000002,273.0,3,0,3,0
49.042365,312,519.094768,2,0.0,3,4,1,151.368,189.0,2,1,0,0
99.463758,368,521.223121,3,0.0,6,5,2,173.68000000000004,273.0,3,0,2,0
113.349808,513,524.708346,3,0.0,11,5,2,102.22400000000002,313.0,3,0,2,1
42.163627,578,528.920358,2,0.0,6,3,1,157.92000000000002,178.0,2,1,0,0
96.607248,322,530.965999,3,0.0,4,5,2,120.36800000000002,257.0,3,0,2,0
41.569974,209,532.214422,2,0.0,2,3,1,104.83200000000001,146.0,2,0,0,0
107.305063,445,535.169542,3,0.0,6,5,2,130.816,273.0,3,0,0,1
99.808755,285,536.937454,3,0.0,6,5,2,165.472,273.0,3,0,0,2
113.227672,273,538.63529,3,0.0,9,5,2,117.64800000000002,297.0,3,0,2,1
101.409858,263,540.285876,3,0.0,2,5,2,116.78400000000002,241.0,3,0,2,1
